target,attempt,generation,best_objective_so_far,scipy_convergence
0.55,2,78,0.07791272063263203,0.00020537939161522872
0.55,2,79,0.07791272063263203,0.0002164516204416224
0.55,2,80,0.07791272063263203,0.00021238413101255522
0.55,2,81,0.07791272063263203,0.00021882688010236112
0.55,2,82,0.07791272063263203,0.00021891895425246656
0.55,2,83,0.07791272063263203,0.00022498245887547007
0.55,2,84,0.07791272063263203,0.00022572945062411258
0.55,2,85,0.07791272063263203,0.00023022136169738197
0.55,2,86,0.07791272063263203,0.000230981608324175
0.55,2,87,0.07791272063263203,0.0002440180693556338
0.55,2,88,0.07791272063263203,0.00025040721235909316
0.55,2,89,0.07791272063263203,0.00026359580796567867
0.55,2,90,0.07791272063263203,0.0002896148449257668
0.55,2,91,0.07790940019974912,0.0005874315578435593
0.55,2,92,0.07790940019974912,0.0006042980391294017
0.55,2,93,0.07790940019974912,0.0006187400968151387
0.55,2,94,0.07790940019974912,0.0006334046337547433
0.55,2,95,0.07790940019974912,0.000619544610052739
0.55,2,96,0.07790940019974912,0.0006157159097969035
0.55,2,97,0.07790940019974912,0.0006200103211312006
0.55,2,98,0.07790764358111914,0.0007141620185768816
0.55,2,99,0.07790764358111914,0.0007791318114435208
0.55,2,100,0.07790764358111914,0.0008340725042694707
0.55,2,101,0.07790764358111914,0.0008443592180921515
0.55,2,102,0.07790764358111914,0.0008749466890524251
0.55,2,103,0.07790764358111914,0.0008640245785736377
0.55,2,104,0.07790491674513383,0.0008620252068979235
0.55,2,105,0.07790491674513383,0.0008652214796198937
0.55,2,106,0.07790491674513383,0.0008604910385584562
0.55,2,107,0.07790442170682277,0.0008553824125801782
0.55,2,108,0.07790442170682277,0.0008580918947173232
0.55,2,109,0.07790442170682277,0.0010066814549431619
0.55,2,110,0.07790442170682277,0.0010237009157231724
0.55,2,111,0.07790442170682277,0.001015782728976631
0.55,2,112,0.07790442170682277,0.0010432620505602952
0.55,2,113,0.07790442170682277,0.0010391734866774633
0.55,2,114,0.07790442170682277,0.0011079304281235763
0.55,2,115,0.07790442170682277,0.001136526625798689
0.55,2,116,0.07790442170682277,0.0011381764923531416
0.55,2,117,0.07790442170682277,0.001151997078344626
0.55,2,118,0.07790442170682277,0.0011694713815188636
0.55,2,119,0.07790442170682277,0.0011598206361221172
0.55,2,120,0.07790442170682277,0.001157821765437691
0.55,2,121,0.07790412549491718,
0.55,3,1,0.0950080226827284,2.2748817563890634e-08
0.55,3,2,0.08172946507714841,1.8026159660801183e-08
0.55,3,3,0.08172946507714841,3.113917569473195e-08
0.55,3,4,0.08172946507714841,6.777290992756842e-08
0.55,3,5,0.08104021565076772,5.8212647121336063e-08
0.55,3,6,0.08104021565076772,4.4815217575519786e-08
0.55,3,7,0.08013923328577605,3.9498572880445774e-08
0.55,3,8,0.0801158541171377,3.8711004345586805e-08
0.55,3,9,0.07896929411673048,3.55043472043185e-08
0.55,3,10,0.07896929411673048,2.875804104057225e-08
